scenario,replica,strategy,n_techs,lambda_orders,misplacement_rate,mean_search_time,p95_search_time,error_rate,orders_processed,orders_failed,avg_utilization,total_orders,mean_queue_length,max_queue_length,total_steps_walked,mean_steps_walked,timestamp
single_actual,1,actual,2,0.5,0.0,14.75,18.125,0.0,2,0,3.0729166666666665,2,0.0,0,51.138931208587294,25.569465604293647,2025-11-18T18:28:14.994311
