scenario,replica,strategy,n_techs,lambda_orders,misplacement_rate,mean_search_time,p95_search_time,error_rate,orders_processed,orders_failed,avg_utilization,total_orders,mean_queue_length,max_queue_length,total_steps_walked,mean_steps_walked,timestamp
comparison_by_model,1,by_model,2,0.5,0.0,34.2,56.3,0.0,5,0,17.8125,5,0.0,0,191.67069746084616,38.33413949216923,2025-11-18T18:28:48.132906
