scenario,replica,strategy,n_techs,lambda_orders,misplacement_rate,mean_search_time,p95_search_time,error_rate,orders_processed,orders_failed,avg_utilization,total_orders,mean_queue_length,max_queue_length,total_steps_walked,mean_steps_walked,timestamp
comparison_rfid,1,rfid,2,0.5,0.0,0.2,0.2,0.0,2,0,0.04166666666666667,2,0.0,0,0,0.0,2025-11-18T18:28:48.171411
