scenario,replica,strategy,n_techs,lambda_orders,misplacement_rate,mean_search_time,p95_search_time,error_rate,orders_processed,orders_failed,avg_utilization,total_orders,mean_queue_length,max_queue_length,total_steps_walked,mean_steps_walked,timestamp
comparison_statistical,1,statistical,2,0.5,0.0,13.0,18.4,0.0,2,0,2.7083333333333335,2,0.0,0,72.21300437978068,36.10650218989034,2025-11-18T18:28:48.214028
