scenario,replica,strategy,n_techs,lambda_orders,misplacement_rate,mean_search_time,p95_search_time,error_rate,orders_processed,orders_failed,avg_utilization,total_orders,mean_queue_length,max_queue_length,total_steps_walked,mean_steps_walked,timestamp
single_actual,1,actual,2,0.5,0.0,31.8,38.9,0.0,5,0,16.5625,5,0.0,0,169.07015681733986,33.814031363467976,2025-11-18T21:31:31.610092
